#TYPE Selected.System.Management.Automation.PSCustomObject,,,,,,
Date,Time,AccountName,AccountDomain,SourceAddress,SourcePort,Sharename
7/31/2017,11:34 PM,_idshk,AP1,10.42.156.78,49398,\\*\IPC$
7/31/2017,11:34 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54135,\\*\SYSVOL
7/31/2017,11:34 PM,rmisp,AP1,10.80.24.173,64093,\\*\IPC$
7/31/2017,11:33 PM,_idshk,AP1,10.42.156.78,49397,\\*\IPC$
7/31/2017,11:33 PM,_idshk,AP1,10.42.156.78,49397,\\*\AGIHK
7/31/2017,11:33 PM,rmisp,AP1,10.80.24.173,64079,\\*\IPC$
7/31/2017,11:32 PM,_idshk,AP1,10.42.156.78,49395,\\*\IPC$
7/31/2017,11:32 PM,_idshk,AP1,10.42.156.78,49395,\\*\AGIHK
7/31/2017,11:31 PM,rmisp,AP1,10.80.24.173,64062,\\*\IPC$
7/31/2017,11:31 PM,_idshk,AP1,10.42.156.78,49394,\\*\IPC$
7/31/2017,11:31 PM,MONICAC,AP1,10.80.19.111,49776,\\*\IPC$
7/31/2017,11:31 PM,MONICAC,AP1,10.80.19.111,49777,\\*\IPC$
7/31/2017,11:31 PM,MONICAC,AP1,10.80.19.111,49776,\\*\AGIHK
7/31/2017,11:31 PM,_idshk,AP1,10.42.156.78,49390,\\*\AGIHK
7/31/2017,11:30 PM,rmisp,AP1,10.80.24.173,64032,\\*\IPC$
7/31/2017,11:30 PM,_idshk,AP1,10.42.156.78,49379,\\*\IPC$
7/31/2017,11:30 PM,_idshk,AP1,10.42.156.78,49379,\\*\AGIHK
7/31/2017,11:30 PM,_idshk,AP1,10.42.156.78,49373,\\*\AGIHK
7/31/2017,11:29 PM,rmisp,AP1,10.80.24.173,64018,\\*\IPC$
7/31/2017,11:29 PM,_idshk,AP1,10.42.156.78,49369,\\*\IPC$
7/31/2017,11:29 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54117,\\*\SYSVOL
7/31/2017,11:29 PM,AGIHKGSQ1D$,ADASIAPAC,183.111.2.71,51519,\\*\SYSVOL
7/31/2017,11:29 PM,AGIHKGSQ1D$,ADASIAPAC,183.111.2.71,51519,\\*\IPC$
7/31/2017,11:28 PM,rmisp,AP1,10.80.24.173,63975,\\*\IPC$
7/31/2017,11:28 PM,_idshk,AP1,10.42.156.78,49354,\\*\IPC$
7/31/2017,11:28 PM,LOCAL SERVICE,NT AUTHORITY,183.111.2.56,54110,\\*\IPC$
7/31/2017,11:27 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54108,\\*\SYSVOL
7/31/2017,11:27 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54108,\\*\IPC$
7/31/2017,11:27 PM,rmisp,AP1,10.80.24.173,63924,\\*\IPC$
7/31/2017,11:26 PM,MONICAC,AP1,10.80.19.111,49563,\\*\IPC$
7/31/2017,11:26 PM,MONICAC,AP1,10.80.19.111,49563,\\*\AGIHK
7/31/2017,11:26 PM,MONICAC,AP1,10.80.19.111,49562,\\*\IPC$
7/31/2017,11:26 PM,rmisp,AP1,10.80.24.173,63910,\\*\IPC$
7/31/2017,11:25 PM,rmisp,AP1,10.80.24.173,63897,\\*\IPC$
7/31/2017,11:24 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54100,\\*\SYSVOL
7/31/2017,11:24 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54100,\\*\IPC$
7/31/2017,11:24 PM,rmisp,AP1,10.80.24.173,63881,\\*\IPC$
7/31/2017,11:23 PM,_idshk,AP1,10.42.156.78,49354,\\*\AGIHK
7/31/2017,11:23 PM,_idshk,AP1,10.42.156.78,49354,\\*\IPC$
7/31/2017,11:22 PM,rmisp,AP1,10.80.24.173,63863,\\*\IPC$
7/31/2017,11:22 PM,_idshk,AP1,10.42.156.78,49345,\\*\IPC$
7/31/2017,11:22 PM,_idshk,AP1,10.42.156.78,49345,\\*\IPC$
7/31/2017,11:22 PM,_idshk,AP1,10.42.156.78,49345,\\*\AGIHK
7/31/2017,11:21 PM,rmisp,AP1,10.80.24.173,63845,\\*\IPC$
7/31/2017,11:21 PM,MONICAC,AP1,10.80.19.111,49367,\\*\IPC$
7/31/2017,11:21 PM,MONICAC,AP1,10.80.19.111,49367,\\*\AGIHK
7/31/2017,11:21 PM,_idshk,AP1,10.42.156.78,49344,\\*\IPC$
7/31/2017,11:20 PM,rmisp,AP1,10.80.24.173,63829,\\*\IPC$
7/31/2017,11:20 PM,_idshk,AP1,10.42.156.78,49341,\\*\AGIHK
7/31/2017,11:20 PM,_idshk,AP1,10.42.156.78,49341,\\*\IPC$
7/31/2017,11:19 PM,rmisp,AP1,10.80.24.173,63816,\\*\IPC$
7/31/2017,11:19 PM,dataexu,AP1,10.42.160.25,51392,\\*\IPC$
7/31/2017,11:19 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54085,\\*\SYSVOL
7/31/2017,11:19 PM,ise1-t$,EU1,10.48.208.75,33027,\\*\IPC$
7/31/2017,11:19 PM,_idshk,AP1,10.42.156.78,49340,\\*\IPC$
7/31/2017,11:18 PM,rmisp,AP1,10.80.24.173,63803,\\*\IPC$
7/31/2017,11:18 PM,_idshk,AP1,10.42.156.78,49339,\\*\IPC$
7/31/2017,11:17 PM,benny.khuong,ADASIAPAC,183.111.2.56,54079,\\*\SYSVOL
7/31/2017,11:17 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54072,\\*\SYSVOL
7/31/2017,11:17 PM,rmisp,AP1,10.80.24.173,63783,\\*\IPC$
7/31/2017,11:16 PM,AGIHKGRAI13D$,ADASIAPAC,183.111.2.47,52385,\\*\SYSVOL
7/31/2017,11:16 PM,_idshk,AP1,10.42.156.78,49337,\\*\AGIHK
7/31/2017,11:16 PM,_idshk,AP1,10.42.156.78,49337,\\*\IPC$
7/31/2017,11:16 PM,_APSpotLightSvc,AP1,10.42.156.66,49344,\\*\IPC$
7/31/2017,11:16 PM,MONICAC,AP1,10.80.19.111,49179,\\*\IPC$
7/31/2017,11:16 PM,MONICAC,AP1,10.80.19.111,49180,\\*\IPC$
7/31/2017,11:16 PM,MONICAC,AP1,10.80.19.111,49179,\\*\AGIHK
7/31/2017,11:16 PM,_idshk,AP1,10.42.156.78,49335,\\*\AGIHK
7/31/2017,11:16 PM,rmisp,AP1,10.80.24.173,63767,\\*\IPC$
7/31/2017,11:16 PM,_idshk,AP1,10.42.156.78,49331,\\*\IPC$
7/31/2017,11:15 PM,_idshk,AP1,10.42.156.78,65520,\\*\AGIHK
7/31/2017,11:15 PM,PGC2EU-ISEPSN01$,1CORP,10.42.106.53,22006,\\*\IPC$
7/31/2017,11:15 PM,rmisp,AP1,10.80.24.173,63752,\\*\IPC$
7/31/2017,11:15 PM,_idshk,AP1,10.42.156.78,65511,\\*\AGIHK
7/31/2017,11:15 PM,_idshk,AP1,10.42.156.78,65511,\\*\IPC$
7/31/2017,11:14 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54063,\\*\SYSVOL
7/31/2017,11:14 PM,AGIHKGWSQ5UD$,ADASIAPAC,10.42.160.12,60903,\\*\IPC$
7/31/2017,11:14 PM,AGIHKGHI2P$,ADASIAPAC,10.42.156.48,64667,\\*\SYSVOL
7/31/2017,11:14 PM,AGIHKGHI2P$,ADASIAPAC,10.42.156.48,64667,\\*\IPC$
7/31/2017,11:14 PM,rmisp,AP1,10.80.24.173,63737,\\*\IPC$
7/31/2017,11:13 PM,_idshk,AP1,10.42.156.78,65510,\\*\AGIHK
7/31/2017,11:13 PM,_idshk,AP1,10.42.156.78,65510,\\*\IPC$
8/1/2017,12:27 AM,rmisp,AP1,10.80.24.173,64846,\\*\IPC$
8/1/2017,12:26 AM,MONICAC,AP1,10.80.19.111,51982,\\*\IPC$
8/1/2017,12:26 AM,MONICAC,AP1,10.80.19.111,51983,\\*\IPC$
8/1/2017,12:26 AM,MONICAC,AP1,10.80.19.111,51982,\\*\AGIHK
8/1/2017,12:26 AM,rmisp,AP1,10.80.24.173,64828,\\*\IPC$
8/1/2017,12:25 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61837,\\*\SYSVOL
8/1/2017,12:25 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61837,\\*\IPC$
8/1/2017,12:25 AM,rmisp,AP1,10.80.24.173,64813,\\*\IPC$
8/1/2017,12:23 AM,rmisp,AP1,10.80.24.173,64795,\\*\IPC$
8/1/2017,12:22 AM,rmisp,AP1,10.80.24.173,64781,\\*\IPC$
8/1/2017,12:22 AM,AGIHKGRAI14D$,ADASIAPAC,183.111.2.48,54872,\\*\IPC$
8/1/2017,12:22 AM,AGIHKGRAI14D$,ADASIAPAC,183.111.2.48,54872,\\*\SYSVOL
8/1/2017,12:21 AM,AGIHKGSP5UD$,ADASIAPAC,10.42.160.11,51455,\\*\IPC$
8/1/2017,12:21 AM,rmisp,AP1,10.80.24.173,64766,\\*\IPC$
8/1/2017,12:21 AM,MONICAC,AP1,10.80.19.111,51787,\\*\IPC$
8/1/2017,12:21 AM,MONICAC,AP1,10.80.19.111,51788,\\*\IPC$
8/1/2017,12:21 AM,MONICAC,AP1,10.80.19.111,51787,\\*\AGIHK
8/1/2017,12:20 AM,rmisp,AP1,10.80.24.173,64753,\\*\IPC$
8/1/2017,12:20 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61821,\\*\SYSVOL
8/1/2017,12:20 AM,MONICAC,AP1,10.80.19.111,51733,\\*\IPC$
8/1/2017,12:20 AM,MONICAC,AP1,10.80.19.111,51733,\\*\AGIHK
8/1/2017,12:20 AM,dataexu,AP1,10.42.160.25,64231,\\*\IPC$
8/1/2017,12:19 AM,AGIHKGWSQV6P$,ADASIAPAC,10.42.156.19,58681,\\*\SYSVOL
8/1/2017,12:19 AM,AGIHKGWSQV6P$,ADASIAPAC,10.42.156.19,58681,\\*\IPC$
8/1/2017,12:19 AM,rmisp,AP1,10.80.24.173,64739,\\*\IPC$
8/1/2017,12:19 AM,dataexu,AP1,10.42.160.25,64229,\\*\IPC$
8/1/2017,12:18 AM,AGIHKGSU1D$,ADASIAPAC,183.111.2.126,58596,\\*\IPC$
8/1/2017,12:18 AM,rmisp,AP1,10.80.24.173,64719,\\*\IPC$
8/1/2017,12:18 AM,dataexu,AP1,10.42.160.25,64220,\\*\IPC$
8/1/2017,12:17 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61809,\\*\SYSVOL
8/1/2017,12:17 AM,rmisp,AP1,10.80.24.173,64704,\\*\IPC$
8/1/2017,12:16 AM,dataexu,AP1,10.42.160.25,64219,\\*\IPC$
8/1/2017,12:16 AM,MONICAC,AP1,10.80.19.111,51569,\\*\IPC$
8/1/2017,12:16 AM,MONICAC,AP1,10.80.19.111,51569,\\*\AGIHK
8/1/2017,12:16 AM,MONICAC,AP1,10.80.19.111,51568,\\*\IPC$
8/1/2017,12:16 AM,_idshk,AP1,10.42.156.78,50951,\\*\AGIHK
8/1/2017,12:16 AM,rmisp,AP1,10.80.24.173,64686,\\*\IPC$
8/1/2017,12:16 AM,_idshk,AP1,10.42.156.78,50946,\\*\IPC$
8/1/2017,12:15 AM,dataexu,AP1,10.42.160.25,64217,\\*\IPC$
8/1/2017,12:15 AM,_idshk,AP1,10.42.156.78,49563,\\*\AGIHK
8/1/2017,12:15 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61801,\\*\SYSVOL
8/1/2017,12:15 AM,_idshk,AP1,10.42.156.78,49553,\\*\AGIHK
8/1/2017,12:15 AM,_idshk,AP1,10.42.156.78,49553,\\*\IPC$
8/1/2017,12:14 AM,dataexu,AP1,10.42.160.25,64214,\\*\IPC$
8/1/2017,12:14 AM,rmisp,AP1,10.80.24.173,64669,\\*\IPC$
8/1/2017,12:13 AM,rmisp,AP1,10.80.24.173,64656,\\*\IPC$
8/1/2017,12:13 AM,dataexu,AP1,10.42.160.25,64211,\\*\IPC$
8/1/2017,12:13 AM,LOCAL SERVICE,NT AUTHORITY,183.111.2.56,61798,\\*\IPC$
8/1/2017,12:12 AM,rmisp,AP1,10.80.24.173,64643,\\*\IPC$
8/1/2017,12:12 AM,dataexu,AP1,10.42.160.25,64203,\\*\IPC$
8/1/2017,12:11 AM,dataexu,AP1,10.42.160.25,64201,\\*\IPC$
8/1/2017,12:11 AM,rmisp,AP1,10.80.24.173,64628,\\*\IPC$
8/1/2017,12:11 AM,MONICAC,AP1,10.80.19.111,51372,\\*\IPC$
8/1/2017,12:11 AM,MONICAC,AP1,10.80.19.111,51372,\\*\AGIHK
8/1/2017,12:10 AM,rmisp,AP1,10.80.24.173,64613,\\*\IPC$
8/1/2017,12:10 AM,dataexu,AP1,10.42.160.25,64199,\\*\IPC$
8/1/2017,12:10 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61791,\\*\SYSVOL
8/1/2017,12:10 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61791,\\*\IPC$
8/1/2017,12:09 AM,dataexu,AP1,10.42.160.25,64187,\\*\IPC$
8/1/2017,12:09 AM,rmisp,AP1,10.80.24.173,64592,\\*\IPC$
8/1/2017,12:08 AM,dataexu,AP1,10.42.160.25,64184,\\*\IPC$
8/1/2017,12:08 AM,AGIHKGWSQ5DD$,ADASIAPAC,10.42.166.12,64543,\\*\SYSVOL
8/1/2017,12:08 AM,AGIHKGWSQ5DD$,ADASIAPAC,10.42.166.12,64543,\\*\IPC$
8/1/2017,12:08 AM,rmisp,AP1,10.80.24.173,64576,\\*\IPC$
8/1/2017,12:07 AM,dataexu,AP1,10.42.160.25,64174,\\*\IPC$
8/1/2017,12:07 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61781,\\*\SYSVOL
8/1/2017,12:07 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61781,\\*\IPC$
8/1/2017,12:07 AM,rmisp,AP1,10.80.24.173,64560,\\*\IPC$
8/1/2017,12:06 AM,dataexu,AP1,10.42.160.25,64165,\\*\IPC$
8/1/2017,12:06 AM,MONICAC,AP1,10.80.19.111,51164,\\*\IPC$
8/1/2017,12:06 AM,MONICAC,AP1,10.80.19.111,51165,\\*\IPC$
8/1/2017,12:06 AM,MONICAC,AP1,10.80.19.111,51164,\\*\AGIHK
8/1/2017,12:06 AM,rmisp,AP1,10.80.24.173,64546,\\*\IPC$
8/1/2017,12:05 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61774,\\*\SYSVOL
8/1/2017,12:05 AM,rmisp,AP1,10.80.24.173,64530,\\*\IPC$
8/1/2017,12:03 AM,rmisp,AP1,10.80.24.173,64514,\\*\IPC$
8/1/2017,12:02 AM,rmisp,AP1,10.80.24.173,64501,\\*\IPC$
8/1/2017,12:01 AM,rmisp,AP1,10.80.24.173,64486,\\*\IPC$
8/1/2017,12:01 AM,dataexu,AP1,10.42.160.25,64129,\\*\IPC$
8/1/2017,12:01 AM,MONICAC,AP1,10.80.19.111,50955,\\*\IPC$
8/1/2017,12:01 AM,MONICAC,AP1,10.80.19.111,50955,\\*\AGIHK
8/1/2017,12:01 AM,MONICAC,AP1,10.80.19.111,50954,\\*\IPC$
8/1/2017,12:01 AM,_idshk,AP1,10.42.156.78,49517,\\*\AGIHK
8/1/2017,12:01 AM,AGIHKGSQ2P$,ADASIAPAC,10.42.156.89,51401,\\*\SYSVOL
8/1/2017,12:01 AM,_idshk,AP1,10.42.156.78,49512,\\*\IPC$
8/1/2017,12:00 AM,_idshk,AP1,10.42.156.78,49504,\\*\AGIHK
8/1/2017,12:00 AM,rmisp,AP1,10.80.24.173,64464,\\*\IPC$
8/1/2017,12:00 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54250,\\*\SYSVOL
8/1/2017,12:00 AM,_idshk,AP1,10.42.156.78,49495,\\*\AGIHK
8/1/2017,12:00 AM,_idshk,AP1,10.42.156.78,49495,\\*\IPC$
7/31/2017,11:59 PM,rmisp,AP1,10.80.24.173,64447,\\*\IPC$
7/31/2017,11:58 PM,PGC1US-ISEPSN01$,1CORP,10.42.54.36,63678,\\*\IPC$
7/31/2017,11:58 PM,LOCAL SERVICE,NT AUTHORITY,183.111.2.56,54245,\\*\IPC$
7/31/2017,11:58 PM,rmisp,AP1,10.80.24.173,64432,\\*\IPC$
7/31/2017,11:57 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54243,\\*\SYSVOL
7/31/2017,11:56 PM,rmisp,AP1,10.80.24.173,64415,\\*\IPC$
7/31/2017,11:56 PM,MONICAC,AP1,10.80.19.111,50763,\\*\IPC$
7/31/2017,11:56 PM,MONICAC,AP1,10.80.19.111,50763,\\*\AGIHK
7/31/2017,11:56 PM,MONICAC,AP1,10.80.19.111,50757,\\*\IPC$
7/31/2017,11:55 PM,rmisp,AP1,10.80.24.173,64402,\\*\IPC$
7/31/2017,11:55 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54202,\\*\SYSVOL
7/31/2017,11:55 PM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,54202,\\*\IPC$
7/31/2017,11:54 PM,rmisp,AP1,10.80.24.173,64387,\\*\IPC$
7/31/2017,11:54 PM,TGC2EU-ISEADM01$,EU1,10.42.108.128,54332,\\*\IPC$
7/31/2017,11:53 PM,rmisp,AP1,10.80.24.173,64370,\\*\IPC$
7/31/2017,11:53 PM,PGC2EU-ISEPSN02$,1CORP,10.42.106.54,14336,\\*\IPC$
7/31/2017,11:52 PM,rmisp,AP1,10.80.24.173,64347,\\*\IPC$
7/31/2017,11:51 PM,MONICAC,AP1,10.80.19.111,50564,\\*\IPC$
7/31/2017,11:51 PM,MONICAC,AP1,10.80.19.111,50564,\\*\AGIHK
7/31/2017,11:51 PM,rmisp,AP1,10.80.24.173,64332,\\*\IPC$
8/1/2017,1:02 AM,rmisp,AP1,10.80.24.173,65403,\\*\IPC$
8/1/2017,1:02 AM,_idshk,AP1,10.42.156.78,51132,\\*\AGIHK
8/1/2017,1:02 AM,_idshk,AP1,10.42.156.78,51132,\\*\IPC$
8/1/2017,1:01 AM,benny.khuong,ADASIAPAC,183.111.2.56,62005,\\*\SYSVOL
8/1/2017,1:01 AM,MONICAC,AP1,10.80.19.111,53359,\\*\IPC$
8/1/2017,1:01 AM,MONICAC,AP1,10.80.19.111,53359,\\*\AGIHK
8/1/2017,1:01 AM,MONICAC,AP1,10.80.19.111,53358,\\*\IPC$
8/1/2017,1:01 AM,rmisp,AP1,10.80.24.173,65380,\\*\IPC$
8/1/2017,1:01 AM,_idshk,AP1,10.42.156.78,51101,\\*\IPC$
8/1/2017,1:00 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61996,\\*\SYSVOL
8/1/2017,1:00 AM,_idshk,AP1,10.42.156.78,51101,\\*\IPC$
8/1/2017,1:00 AM,rmisp,AP1,10.80.24.173,65367,\\*\IPC$
8/1/2017,1:00 AM,_idshk,AP1,10.42.156.78,51101,\\*\AGIHK
8/1/2017,1:00 AM,_idshk,AP1,10.42.156.78,51101,\\*\IPC$
8/1/2017,12:59 AM,dataexu,AP1,10.42.160.25,51330,\\*\IPC$
8/1/2017,12:59 AM,rmisp,AP1,10.80.24.173,65351,\\*\IPC$
8/1/2017,12:58 AM,LOCAL SERVICE,NT AUTHORITY,183.111.2.56,61980,\\*\IPC$
8/1/2017,12:57 AM,rmisp,AP1,10.80.24.173,65333,\\*\IPC$
8/1/2017,12:57 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61979,\\*\SYSVOL
8/1/2017,12:56 AM,rmisp,AP1,10.80.24.173,65317,\\*\IPC$
8/1/2017,12:56 AM,MONICAC,AP1,10.80.19.111,53159,\\*\IPC$
8/1/2017,12:56 AM,MONICAC,AP1,10.80.19.111,53159,\\*\AGIHK
8/1/2017,12:55 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61971,\\*\SYSVOL
8/1/2017,12:55 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61971,\\*\IPC$
8/1/2017,12:55 AM,AGIHKGHI2UD$,ADASIAPAC,10.42.160.16,51958,\\*\SYSVOL
8/1/2017,12:55 AM,rmisp,AP1,10.80.24.173,65303,\\*\IPC$
8/1/2017,12:55 AM,AGIHKGHI2P$,ADASIAPAC,10.42.156.48,64933,\\*\SYSVOL
8/1/2017,12:55 AM,AGIHKGHI2P$,ADASIAPAC,10.42.156.48,64933,\\*\IPC$
8/1/2017,12:54 AM,rmisp,AP1,10.80.24.173,65288,\\*\IPC$
8/1/2017,12:54 AM,AGIHKGHI2UD$,ADASIAPAC,10.42.160.16,51909,\\*\SYSVOL
8/1/2017,12:53 AM,rmisp,AP1,10.80.24.173,65272,\\*\IPC$
8/1/2017,12:52 AM,rmisp,AP1,10.80.24.173,65251,\\*\IPC$
8/1/2017,12:51 AM,MONICAC,AP1,10.80.19.111,52967,\\*\IPC$
8/1/2017,12:51 AM,MONICAC,AP1,10.80.19.111,52968,\\*\IPC$
8/1/2017,12:51 AM,MONICAC,AP1,10.80.19.111,52967,\\*\AGIHK
8/1/2017,12:51 AM,rmisp,AP1,10.80.24.173,65234,\\*\IPC$
8/1/2017,12:50 AM,AGIHKGRAI12P$,ADASIAPAC,183.100.2.37,51224,\\*\SYSVOL
8/1/2017,12:50 AM,_sunsystemsadmin,ADASIAPAC,183.100.2.37,51221,\\*\SYSVOL
8/1/2017,12:50 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61950,\\*\SYSVOL
8/1/2017,12:49 AM,rmisp,AP1,10.80.24.173,65218,\\*\IPC$
8/1/2017,12:48 AM,rmisp,AP1,10.80.24.173,65205,\\*\IPC$
8/1/2017,12:48 AM,AGIHKGWSQ5UD$,ADASIAPAC,10.42.160.12,61515,\\*\IPC$
8/1/2017,12:47 AM,rmisp,AP1,10.80.24.173,65178,\\*\IPC$
8/1/2017,12:47 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61942,\\*\SYSVOL
8/1/2017,12:47 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61942,\\*\IPC$
8/1/2017,12:47 AM,PDC7AP-ISEADM01$,1CORP,10.80.129.11,43720,\\*\IPC$
8/1/2017,12:46 AM,rmisp,AP1,10.80.24.173,65164,\\*\IPC$
8/1/2017,12:46 AM,MONICAC,AP1,10.80.19.111,52768,\\*\IPC$
8/1/2017,12:46 AM,MONICAC,AP1,10.80.19.111,52769,\\*\IPC$
8/1/2017,12:46 AM,MONICAC,AP1,10.80.19.111,52768,\\*\AGIHK
8/1/2017,12:46 AM,_idshk,AP1,10.42.156.78,51074,\\*\AGIHK
8/1/2017,12:46 AM,_idshk,AP1,10.42.156.78,51069,\\*\IPC$
8/1/2017,12:45 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61912,\\*\SYSVOL
8/1/2017,12:45 AM,_idshk,AP1,10.42.156.78,51059,\\*\AGIHK
8/1/2017,12:45 AM,dataexu,AP1,10.42.160.25,64330,\\*\IPC$
8/1/2017,12:45 AM,rmisp,AP1,10.80.24.173,65143,\\*\IPC$
8/1/2017,12:45 AM,_idshk,AP1,10.42.156.78,51050,\\*\AGIHK
8/1/2017,12:45 AM,_idshk,AP1,10.42.156.78,51050,\\*\IPC$
8/1/2017,12:44 AM,rmisp,AP1,10.80.24.173,65130,\\*\IPC$
8/1/2017,12:43 AM,LOCAL SERVICE,NT AUTHORITY,183.111.2.56,61908,\\*\IPC$
8/1/2017,12:43 AM,ELLANEN,AP1,10.80.241.27,64493,\\*\IPC$
8/1/2017,12:43 AM,ELLANEN,AP1,10.80.241.27,64490,\\*\IPC$
8/1/2017,12:43 AM,rmisp,AP1,10.80.24.173,65117,\\*\IPC$
8/1/2017,12:42 AM,rmisp,AP1,10.80.24.173,65098,\\*\IPC$
8/1/2017,12:41 AM,MONICAC,AP1,10.80.19.111,52574,\\*\IPC$
8/1/2017,12:41 AM,MONICAC,AP1,10.80.19.111,52574,\\*\AGIHK
8/1/2017,12:41 AM,MONICAC,AP1,10.80.19.111,52573,\\*\IPC$
8/1/2017,12:41 AM,rmisp,AP1,10.80.24.173,65085,\\*\IPC$
8/1/2017,12:40 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61890,\\*\SYSVOL
8/1/2017,12:40 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61890,\\*\IPC$
8/1/2017,12:40 AM,_apbop,AP1,183.109.1.79,59570,\\*\IPC$
8/1/2017,12:40 AM,AGIHKGRAI12P$,ADASIAPAC,183.100.2.37,51176,\\*\SYSVOL
8/1/2017,12:40 AM,PGC1US-ISEADM01$,1CORP,10.42.54.34,11322,\\*\IPC$
8/1/2017,12:40 AM,rmisp,AP1,10.80.24.173,65072,\\*\IPC$
8/1/2017,12:39 AM,AGIHKGSP5DD$,ADASIAPAC,10.42.166.11,64622,\\*\IPC$
8/1/2017,12:39 AM,_apbop,AP1,183.109.1.79,59356,\\*\IPC$
8/1/2017,12:39 AM,_sunsystemsadmin,ADASIAPAC,183.100.2.38,59450,\\*\IPC$
8/1/2017,12:38 AM,rmisp,AP1,10.80.24.173,65053,\\*\IPC$
8/1/2017,12:38 AM,_apbop,AP1,183.109.1.79,59187,\\*\IPC$
8/1/2017,12:37 AM,rmisp,AP1,10.80.24.173,65038,\\*\IPC$
8/1/2017,12:37 AM,AGIHKGRAI12D$,ADASIAPAC,183.111.2.46,49506,\\*\SYSVOL
8/1/2017,12:37 AM,AGIHKGSUSQ1D$,ADASIAPAC,183.111.2.127,52940,\\*\IPC$
8/1/2017,12:37 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61880,\\*\SYSVOL
8/1/2017,12:37 AM,_apbop,AP1,183.109.1.79,59023,\\*\IPC$
8/1/2017,12:36 AM,rmisp,AP1,10.80.24.173,65023,\\*\IPC$
8/1/2017,12:36 AM,MONICAC,AP1,10.80.19.111,52375,\\*\IPC$
8/1/2017,12:36 AM,MONICAC,AP1,10.80.19.111,52375,\\*\AGIHK
8/1/2017,12:36 AM,_apbop,AP1,183.109.1.79,58802,\\*\IPC$
8/1/2017,12:35 AM,rmisp,AP1,10.80.24.173,65009,\\*\IPC$
8/1/2017,12:35 AM,AGIAPDDC1D$,ADASIAPAC,183.111.2.56,61869,\\*\SYSVOL
8/1/2017,12:35 AM,_apbop,AP1,183.109.1.79,58639,\\*\IPC$
8/1/2017,12:34 AM,rmisp,AP1,10.80.24.173,64987,\\*\IPC$
8/1/2017,12:33 AM,_apbop,AP1,183.109.1.79,58413,\\*\IPC$
8/1/2017,12:33 AM,AGIHKGSU1DP$,ADASIAPAC,183.111.2.129,51114,\\*\SYSVOL
8/1/2017,12:33 AM,rmisp,AP1,10.80.24.173,64974,\\*\IPC$
8/1/2017,12:32 AM,_apbop,AP1,183.109.1.79,58209,\\*\IPC$
8/1/2017,12:32 AM,AGIHKGSU1DP$,ADASIAPAC,183.111.2.129,51110,\\*\SYSVOL
8/1/2017,12:32 AM,A00004897,AP1,183.111.2.46,49449,\\*\SYSVOL
8/1/2017,12:32 AM,A00004897,AP1,183.111.2.46,49449,\\*\IPC$
8/1/2017,12:32 AM,_idshk,AP1,10.42.156.78,51018,\\*\AGIHK
8/1/2017,12:32 AM,rmisp,AP1,10.80.24.173,64955,\\*\IPC$
8/1/2017,12:32 AM,_idshk,AP1,10.42.156.78,51018,\\*\IPC$
8/1/2017,12:31 AM,_apbop,AP1,183.109.1.79,58045,\\*\IPC$
8/1/2017,12:31 AM,MONICAC,AP1,10.80.19.111,52180,\\*\IPC$
8/1/2017,12:31 AM,MONICAC,AP1,10.80.19.111,52181,\\*\IPC$
